Instructions (70      , 61      ) at Addr [32512     ]  --> [i64_atomic_rmw_xchg   , i64_load              ] | 0 0
Instructions (68      , 59      ) at Addr [32544     ]  --> [i64_store             , i64_load              ] | 0 0
Instructions (45      , 56      ) at Addr [32880     ]  --> [i64_load              , i64_store             ] | 0 0
Instructions (31      , 31      ) at Addr [32416     ]  --> [i64_store             , i64_store             ] | 0 0
Instructions (29      , 29      ) at Addr [32392     ]  --> [i64_store             , i64_store             ] | 0 0
Instructions (60      , 59      ) at Addr [32544     ]  --> [i64_store             , i64_load              ] | 0 0
Instructions (58      , 67      ) at Addr [32520     ]  --> [i64_store             , i64_store             ] | 0 0
Instructions (10      , 14      ) at Addr [32128     ]  --> [i64_load              , i64_atomic_rmw_cmpxchg] | 0 0
Instructions (30      , 31      ) at Addr [32416     ]  --> [i64_load              , i64_store             ] | 0 0
Instructions (60      , 68      ) at Addr [32544     ]  --> [i64_store             , i64_store             ] | 0 0
Instructions (58      , 57      ) at Addr [32520     ]  --> [i64_store             , i64_load              ] | 0 0
