Instructions (59      , 68      ) at Addr [32544     ]  --> [i64_load              , i64_store             ] | 0 0
Instructions (58      , 65      ) at Addr [32520     ]  --> [i64_store             , i64_load              ] | 0 0
Instructions (27      , 45      ) at Addr [33456     ]  --> [i64_store             , i64_load              ] | 0 0
Instructions (13      , 27      ) at Addr [33024     ]  --> [i64_load              , i64_store             ] | 0 0
Instructions (45      , 56      ) at Addr [33360     ]  --> [i64_load              , i64_store             ] | 0 0
Instructions (29      , 28      ) at Addr [32392     ]  --> [i64_store             , i64_load              ] | 0 0
Instructions (53      , 46      ) at Addr [32256     ]  --> [i64_load              , i64_atomic_rmw_cmpxchg] | 0 0
Instructions (30      , 31      ) at Addr [32416     ]  --> [i64_load              , i64_store             ] | 0 0
Instructions (21      , 14      ) at Addr [32128     ]  --> [i64_load              , i64_atomic_rmw_cmpxchg] | 0 0
Instructions (13      , 56      ) at Addr [32880     ]  --> [i64_load              , i64_store             ] | 0 0
Instructions (57      , 58      ) at Addr [32520     ]  --> [i64_load              , i64_store             ] | 0 0
Instructions (14      , 10      ) at Addr [32128     ]  --> [i64_atomic_rmw_cmpxchg, i64_load              ] | 0 0
